model_id,model_name,training_objective,arch_family,total_params_M,image_size,training_data,top1_accuracy,worst_group_accuracy,avg_accuracy,accuracy_gap,imagenet_acc,wg_acc,robustness_gap,robustness_ratio
ViT-L-16-SigLIP2-384_webli,ViT-L-16-SigLIP2-384,SigLIP2,SigLIP2,881.9,384,WebLI-10b,0.83232,0.8552267840688031,0.8847309888788698,0.02950420481006666,0.83232,0.8552267840688031,-0.0229067840688032,1.0275216071568667
ViT-SO400M-14-SigLIP2_webli,ViT-SO400M-14-SigLIP2,SigLIP2,SigLIP2,1135.5,224,WebLI-10b,0.83182,0.8682297532507423,0.8846808936980263,0.01645114044728402,0.83182,0.8682297532507423,-0.03640975325074225,1.0437711923862643
ViT-SO400M-14-SigLIP-384_webli,ViT-SO400M-14-SigLIP-384,SigLIP,SigLIP,878.0,384,WebLI-10b,0.83088,0.8924951366847548,0.9048191563971546,0.012324019712399825,0.83088,0.8924951366847548,-0.06161513668475482,1.0741564807008892
ViT-SO400M-14-SigLIP-378_webli,ViT-SO400M-14-SigLIP-378,SigLIP,SigLIP,878.0,378,WebLI-10b,0.8308599999999999,0.8833333333333333,0.9037671575994388,0.020433824266105516,0.8308599999999999,0.8833333333333333,-0.05247333333333337,1.063155445361834
ViT-H-14-378_dfn5b,ViT-H-14-378,CLIP,CLIP,986.7,378,DFN-5b,0.8306600000000001,0.8555555555555555,0.8932471696222823,0.03769161406672683,0.8306600000000001,0.8555555555555555,-0.02489555555555545,1.0299708130348824
ViT-bigG-14-worldwide-378_metaclip2_worldwide,ViT-bigG-14-worldwide-378,CLIP,CLIP,3631.2,378,MetaCLIP2-2.5b,0.83018,0.859721300597213,0.8719567177637512,0.012235417166538198,0.83018,0.859721300597213,-0.02954130059721294,1.0355842113724891
ViT-bigG-14-CLIPA-336_datacomp1b,ViT-bigG-14-CLIPA-336,CLIPA,CLIPA,2517.8,336,DataComp-1b,0.82876,0.85,0.897705640717363,0.04770564071736305,0.82876,0.85,-0.021239999999999926,1.025628650031372
ViT-H-14_dfn5b,ViT-H-14,CLIP,CLIP,986.1,224,DFN-5b,0.82816,0.8611111111111112,0.8900911732291353,0.028980062118024175,0.82816,0.8611111111111112,-0.03295111111111115,1.0397883393439808
ViT-bigG-14-CLIPA_datacomp1b,ViT-bigG-14-CLIPA,CLIPA,CLIPA,2517.2,224,DataComp-1b,0.82682,0.8555555555555555,0.8928965033563772,0.037340947800821644,0.82682,0.8555555555555555,-0.028735555555555514,1.034754306324902
ViTamin-XL-336_datacomp1b,ViTamin-XL-336,CLIP,ViTamin,924.8,336,DataComp-1b,0.82676,0.7799601857996019,0.8503656948201583,0.07040550902055642,0.82676,0.7799601857996019,0.04679981420039814,0.9433937125642289
ViT-L-16-SigLIP2-256_webli,ViT-L-16-SigLIP2-256,SigLIP2,SigLIP2,881.5,256,WebLI-10b,0.8234999999999999,0.8551243984846933,0.8808736599539124,0.025749261469219076,0.8234999999999999,0.8551243984846933,-0.03162439848469345,1.0384024268180856
ViT-H-14-worldwide-378_metaclip2_worldwide,ViT-H-14-worldwide-378,CLIP,CLIP,1859.4,378,MetaCLIP2-2.5b,0.82254,0.8444444444444444,0.8873359382827372,0.042891493838292716,0.82254,0.8444444444444444,-0.021904444444444393,1.0266302483094372
ViTamin-XL-256_datacomp1b,ViTamin-XL-256,CLIP,ViTamin,924.8,256,DataComp-1b,0.82238,0.7775713337757133,0.8466586514377317,0.06908731766201837,0.82238,0.7775713337757133,0.0448086662242867,0.9455134290421865
ViT-L-16-SigLIP-384_webli,ViT-L-16-SigLIP-384,SigLIP,SigLIP,652.5,384,WebLI-10b,0.8208,0.8428666224286663,0.8643422502755235,0.021475627846857193,0.8208,0.8428666224286663,-0.022066622428666305,1.0268842865846324
ViTamin-L2-384_datacomp1b,ViTamin-L2-384,CLIP,ViTamin,688.0,384,DataComp-1b,0.8205,0.7888888888888889,0.9095281033964532,0.12063921450756432,0.8205,0.7888888888888889,0.031611111111111145,0.9614733563545264
ViT-SO400M-14-SigLIP_webli,ViT-SO400M-14-SigLIP,SigLIP,SigLIP,877.4,224,WebLI-10b,0.82012,0.8611111111111112,0.908175533513676,0.04706442240256481,0.82012,0.8611111111111112,-0.0409911111111112,1.049981845475188
ViT-L-14_dfn2b_s39b,ViT-L-14,CLIP,CLIP,427.6,224,DFN-2b,0.8200799999999999,0.8277777777777777,0.9125338142470696,0.08475603646929186,0.8200799999999999,0.8277777777777777,-0.007697777777777803,1.0093866181077185
ViT-H-14_metaclip_altogether,ViT-H-14,CLIP,CLIP,986.1,224,MetaCLIP2-2.5b,0.81932,0.8333333333333334,0.8848311792405571,0.05149784590722373,0.81932,0.8333333333333334,-0.014013333333333322,1.017103614379404
MobileCLIP2-L-14_dfndr2b,MobileCLIP2-L-14,CLIP,MobileCLIP2,427.6,224,DFNDR-2b,0.81906,0.8055555555555556,0.918645426309989,0.11308987075443344,0.81906,0.8055555555555556,0.01350444444444443,0.9835122647370834
MobileCLIP2-S4_dfndr2b,MobileCLIP2-S4,CLIP,MobileCLIP2,445.4,256,DFNDR-2b,0.8184999999999999,0.7722222222222223,0.9225027552349464,0.15028053301272415,0.8184999999999999,0.7722222222222223,0.04627777777777764,0.9434602592818844
ViT-H-14-CLIPA-336_datacomp1b,ViT-H-14-CLIPA-336,CLIPA,CLIPA,968.6,336,DataComp-1b,0.81798,0.841672196416722,0.871205290051097,0.029533093634375063,0.81798,0.841672196416722,-0.023692196416721933,1.0289642734745617
ViTamin-L-384_datacomp1b,ViTamin-L-384,CLIP,ViTamin,457.4,384,DataComp-1b,0.81794,0.8611111111111112,0.8843302274321211,0.023219116321009925,0.81794,0.8611111111111112,-0.04317111111111116,1.052780290866214
ViTamin-L2-336_datacomp1b,ViTamin-L2-336,CLIP,ViTamin,687.9,336,DataComp-1b,0.8179000000000001,0.7944444444444444,0.9116321009918846,0.11718765654744023,0.8179000000000001,0.7944444444444444,0.023455555555555674,0.9713222208637294
ViTamin-L-336_datacomp1b,ViTamin-L-336,CLIP,ViTamin,457.2,336,DataComp-1b,0.81644,0.8611111111111112,0.8856827973148983,0.024571686203787135,0.81644,0.8611111111111112,-0.044671111111111106,1.0547145057948055
ViT-H-14-CLIPA_datacomp1b,ViT-H-14-CLIPA,CLIPA,CLIPA,968.2,224,DataComp-1b,0.8150799999999999,0.8408759124087591,0.8713054804127843,0.030429568004025187,0.8150799999999999,0.8408759124087591,-0.025795912408759225,1.031648319684889
ViTamin-L2-256_datacomp1b,ViTamin-L2-256,CLIP,ViTamin,687.7,256,DataComp-1b,0.8140000000000001,0.7944444444444444,0.9099789600240455,0.11553451557960115,0.8140000000000001,0.7944444444444444,0.01955555555555566,0.9759759759759759
ViTamin-XL-384_datacomp1b,ViTamin-XL-384,CLIP,ViTamin,924.8,256,DataComp-1b,0.81384,0.7635036496350365,0.8418996092575894,0.07839595962255297,0.81384,0.7635036496350365,0.050336350364963534,0.9381495744065621
ViT-L-14-quickgelu_dfn2b,ViT-L-14-quickgelu,CLIP,CLIP,427.6,224,DFN-2b,0.8138200000000001,0.7666666666666667,0.919296663660956,0.15262999699428925,0.8138200000000001,0.7666666666666667,0.04715333333333338,0.94205925962334
ViT-B-16-SigLIP2-512_webli,ViT-B-16-SigLIP2-512,SigLIP2,SigLIP2,375.8,512,WebLI-10b,0.81274,0.8666666666666667,0.9063220118224626,0.03965534515579594,0.81274,0.8666666666666667,-0.05392666666666668,1.0663516827849826
ViT-H-14-worldwide-quickgelu_metaclip2_worldwide,ViT-H-14-worldwide-quickgelu,CLIP,CLIP,1858.8,224,MetaCLIP2-2.5b,0.81254,0.8277777777777777,0.8902414587716662,0.06246368099388844,0.81254,0.8277777777777777,-0.015237777777777683,1.0187532647965365
ViT-bigG-14-quickgelu_metaclip_fullcc,ViT-bigG-14-quickgelu,CLIP,CLIP,2539.6,224,CommonCrawl-2.5b,0.8119799999999999,0.7944444444444444,0.9015128744614768,0.10706843001703237,0.8119799999999999,0.7944444444444444,0.017535555555555526,0.9784039563098161
ViTamin-L-256_datacomp1b,ViTamin-L-256,CLIP,ViTamin,457.0,256,DataComp-1b,0.8119,0.8467153284671532,0.8771165213906422,0.030401192923488973,0.8119,0.8467153284671532,-0.034815328467153295,1.0428813012281726
ViTamin-L2_datacomp1b,ViTamin-L2,CLIP,ViTamin,687.6,224,DataComp-1b,0.8089400000000001,0.8055555555555556,0.9075242961627092,0.10196874060715366,0.8089400000000001,0.8055555555555556,0.003384444444444523,0.9958161984270224
ViTamin-L_datacomp1b,ViTamin-L,CLIP,ViTamin,457.0,224,DataComp-1b,0.8077,0.8617120106171201,0.8834285141769361,0.021716503559816025,0.8077,0.8617120106171201,-0.05401201061712013,1.0668713762747557
MobileCLIP2-S3_dfndr2b,MobileCLIP2-S3,CLIP,MobileCLIP2,248.9,256,DFNDR-2b,0.807,0.7944444444444444,0.9220018034265104,0.127557358982066,0.807,0.7944444444444444,0.012555555555555653,0.9844416907613932
ViT-B-16-SigLIP2-384_webli,ViT-B-16-SigLIP2-384,SigLIP2,SigLIP2,375.5,384,WebLI-10b,0.8065000000000001,0.8666666666666667,0.9042180142270314,0.03755134756036471,0.8065000000000001,0.8666666666666667,-0.06016666666666659,1.0746021905352345
ViT-SO400M-16-SigLIP-i18n-256_webli,ViT-SO400M-16-SigLIP-i18n-256,SigLIP,SigLIP,1127.4,256,WebLI-10b,0.80648,0.8775049767750498,0.8917944093778178,0.014289432602768048,0.80648,0.8775049767750498,-0.07102497677504982,1.088067871211995
ViT-bigG-14_metaclip_fullcc,ViT-bigG-14,CLIP,CLIP,2539.6,224,CommonCrawl-2.5b,0.80594,0.7833333333333333,0.9059212503757138,0.12258791704238048,0.80594,0.7833333333333333,0.022606666666666664,0.9719499383742379
ViT-L-14_dfn2b,ViT-L-14,CLIP,CLIP,427.6,224,DFN-2b,0.80548,0.6722222222222223,0.925959322713155,0.2537371004909327,0.80548,0.6722222222222223,0.1332577777777777,0.8345610346901503
ViT-H-14-quickgelu_metaclip_fullcc,ViT-H-14-quickgelu,CLIP,CLIP,986.1,224,CommonCrawl-2.5b,0.8051,0.8555555555555555,0.890141268409979,0.03458571285442347,0.8051,0.8555555555555555,-0.050455555555555476,1.062669923680978
ViT-L-16-SigLIP-256_webli,ViT-L-16-SigLIP-256,SigLIP,SigLIP,652.2,256,WebLI-10b,0.80444,0.8592198218490836,0.8796713756136659,0.020451553764582298,0.80444,0.8592198218490836,-0.05477982184908359,1.068096839850186
EVA02-L-14-336_merged2b_s6b_b61k,EVA02-L-14-336,EVA,EVA,428.1,336,Merged-2b,0.80378,0.7888888888888889,0.9031660154293156,0.11427712654042677,0.80378,0.7888888888888889,0.014891111111111188,0.9814736481237264
ViT-L-14-CLIPA-336_datacomp1b,ViT-L-14-CLIPA-336,CLIPA,CLIPA,414.5,336,DataComp-1b,0.8027599999999999,0.8709941640217057,0.8780182346458271,0.007024070624121359,0.8027599999999999,0.8709941640217057,-0.06823416402170579,1.0849994569008243
ViT-bigG-14_laion2b_s39b_b160k,ViT-bigG-14,CLIP,CLIP,2539.6,224,LAION-2b,0.80092,0.8764205999795229,0.8907424105801022,0.014321810600579243,0.80092,0.8764205999795229,-0.07550059997952296,1.0942673425304936
ViT-bigG-14-worldwide_metaclip2_worldwide,ViT-bigG-14-worldwide,CLIP,CLIP,3630.4,224,MetaCLIP2-2.5b,0.7990999999999999,0.8614465826144658,0.8748622382526801,0.01341565563821423,0.7990999999999999,0.8614465826144658,-0.062346582614465906,1.0780210018952145
EVA02-L-14_merged2b_s4b_b131k,EVA02-L-14,EVA,EVA,427.8,224,Merged-2b,0.7976399999999999,0.7222222222222222,0.9109808636409178,0.18875864141869558,0.7976399999999999,0.7222222222222222,0.0754177777777777,0.9054488518908559
ViT-L-14-CLIPA_datacomp1b,ViT-L-14-CLIPA,CLIPA,CLIPA,414.2,224,DataComp-1b,0.7960200000000001,0.8711989351899253,0.8807233744113816,0.009524439221456293,0.7960200000000001,0.8711989351899253,-0.07517893518992524,1.094443525526903
convnext_xxlarge_laion2b_s34b_b82k_augreg_soup,convnext_xxlarge,CLIP,ConvNeXt,1200.6,256,LAION-2b,0.79428,0.8672058974096447,0.8774170924757039,0.010211195066059164,0.79428,0.8672058974096447,-0.07292589740964472,1.091813840723227
MobileCLIP2-B_dfndr2b,MobileCLIP2-B,CLIP,MobileCLIP2,149.8,224,DFNDR-2b,0.7935800000000001,0.7944444444444444,0.9202484720969842,0.12580402765253984,0.7935800000000001,0.7944444444444444,-0.0008644444444443344,1.001089297165307
EVA01-g-14-plus_merged2b_s11b_b114k,EVA01-g-14-plus,EVA,EVA,1366.6,224,Merged-2b,0.79318,0.8640319443022423,0.8873359382827372,0.023303993980494875,0.79318,0.8640319443022423,-0.07085194430224229,1.0893264382640035
ViT-B-16-SigLIP2-256_webli,ViT-B-16-SigLIP2-256,SigLIP2,SigLIP2,375.2,256,WebLI-10b,0.79304,0.8666666666666667,0.9038172527802826,0.03715058611361588,0.79304,0.8666666666666667,-0.07362666666666673,1.0928410504724437
convnext_xxlarge_laion2b_s34b_b82k_augreg_rewind,convnext_xxlarge,CLIP,ConvNeXt,1200.6,256,LAION-2b,0.7929600000000001,0.8663868127367667,0.8789700430818556,0.012583230345088903,0.7929600000000001,0.8663868127367667,-0.07342681273676654,1.0925983816797398
ViT-L-14_datacomp_xl_s13b_b90k,ViT-L-14,CLIP,CLIP,427.6,224,DataComp-1b,0.79208,0.8055555555555556,0.904769061216311,0.09921350566075537,0.79208,0.8055555555555556,-0.013475555555555574,1.017012871876017
ViT-L-14-quickgelu_metaclip_fullcc,ViT-L-14-quickgelu,CLIP,CLIP,427.6,224,CommonCrawl-2.5b,0.79192,0.8388888888888889,0.8885382226229837,0.04964933373409475,0.79192,0.8388888888888889,-0.04696888888888895,1.059310143561078
ViT-B-16-SigLIP-512_webli,ViT-B-16-SigLIP-512,SigLIP,SigLIP,203.8,512,WebLI-10b,0.7912,0.8782635404934985,0.891393647931069,0.013130107437570482,0.7912,0.8782635404934985,-0.08706354049349851,1.1100398641222176
ViT-H-14-CLIPA-336_laion2b,ViT-H-14-CLIPA-336,CLIPA,CLIPA,968.6,336,LAION-2b,0.7911199999999999,0.8741871267418713,0.8819757539324717,0.007788627190600472,0.7911199999999999,0.8741871267418713,-0.08306712674187133,1.104999401787177
convnext_xxlarge_laion2b_s34b_b82k_augreg,convnext_xxlarge,CLIP,ConvNeXt,1200.6,256,LAION-2b,0.79038,0.8705846216852667,0.8816250876665664,0.011040465981299707,0.79038,0.8705846216852667,-0.08020462168526676,1.101476026323119
EVA01-g-14_laion400m_s11b_b41k,EVA01-g-14,EVA,EVA,1136.4,224,LAION-400m,0.785,0.7944444444444444,0.8883378418996093,0.0938933974551649,0.785,0.7944444444444444,-0.009444444444444366,1.0120311394196744
ViT-H-14_metaclip_fullcc,ViT-H-14,CLIP,CLIP,986.1,224,CommonCrawl-2.5b,0.7849200000000001,0.7277777777777777,0.9138362889490032,0.1860585111712254,0.7849200000000001,0.7277777777777777,0.057142222222222316,0.9271999411121868
ViT-B-16-SigLIP-384_webli,ViT-B-16-SigLIP-384,SigLIP,SigLIP,203.4,384,WebLI-10b,0.78484,0.8736561892085595,0.8886885081655145,0.015032318956955004,0.78484,0.8736561892085595,-0.08881618920855949,1.113164707722032
ViT-B-16-SigLIP2_webli,ViT-B-16-SigLIP2,SigLIP2,SigLIP2,375.2,224,WebLI-10b,0.78476,0.8722222222222222,0.905270013024747,0.033047790802524735,0.78476,0.8722222222222222,-0.08746222222222222,1.1114509177611271
ViT-g-14_laion2b_s34b_b88k,ViT-g-14,CLIP,CLIP,1366.7,224,LAION-2b,0.78452,0.8055555555555556,0.9063220118224626,0.10076645626690706,0.78452,0.8055555555555556,-0.021035555555555585,1.0268132814403146
PE-Core-B-16_meta,PE-Core-B-16,CLIP,PE,447.7,224,MetaCLIP-5.4b,0.78358,0.7555555555555555,0.8938483117924055,0.13829275623685,0.78358,0.7555555555555555,0.02802444444444452,0.9642353755271389
ViT-H-14_laion2b_s32b_b79k,ViT-H-14,CLIP,CLIP,986.1,224,LAION-2b,0.77928,0.8444444444444444,0.889389840697325,0.04494539625288052,0.77928,0.8444444444444444,-0.06516444444444447,1.0836213484812192
MobileCLIP2-S2_dfndr2b,MobileCLIP2-S2,CLIP,MobileCLIP2,99.2,256,DFNDR-2b,0.77252,0.7833333333333333,0.9213004708947,0.1379671375613667,0.77252,0.7833333333333333,-0.010813333333333341,1.01399748010839
MobileCLIP-B_datacompdr_lt,MobileCLIP-B,CLIP,MobileCLIP,149.8,224,DataComp-1b,0.7719,0.8166666666666667,0.9127842901512876,0.09611762348462094,0.7719,0.8166666666666667,-0.04476666666666662,1.0579954225504167
xlm-roberta-large-ViT-H-14_frozen_laion5b_s13b_b90k,xlm-roberta-large-ViT-H-14,CLIP,XLM-RoBERTa-CLIP,1193.0,224,LAION-5b,0.7696200000000001,0.8055555555555556,0.9099789600240455,0.10442340446848997,0.7696200000000001,0.8055555555555556,-0.0359355555555555,1.0466925957687632
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,convnext_large_d_320,CLIP,ConvNeXt,351.8,320,LAION-2b,0.76846,0.8345056403450564,0.8696022442641018,0.035096603919045455,0.76846,0.8345056403450564,-0.06604564034505633,1.085945449789262
MobileCLIP-B_datacompdr,MobileCLIP-B,CLIP,MobileCLIP,149.8,224,DataComp-1b,0.76834,0.8722222222222222,0.909928864843202,0.03770664262097978,0.76834,0.8722222222222222,-0.10388222222222221,1.1352034544891874
ViT-L-14_metaclip_fullcc,ViT-L-14,CLIP,CLIP,427.6,224,CommonCrawl-2.5b,0.76658,0.85,0.9006111612062919,0.050611161206291944,0.76658,0.85,-0.08341999999999994,1.1088209971562002
ViT-g-14_laion2b_s12b_b42k,ViT-g-14,CLIP,CLIP,1366.7,224,LAION-2b,0.76628,0.7722222222222223,0.9157900010019036,0.1435677787796813,0.76628,0.7722222222222223,-0.005942222222222293,1.0077546356713243
convnext_large_d_320_laion2b_s29b_b131k_ft,convnext_large_d_320,CLIP,ConvNeXt,351.8,320,LAION-2b,0.76594,0.8444444444444444,0.8727582406572487,0.028313796212804276,0.76594,0.8444444444444444,-0.07850444444444449,1.1024942481714552
ViT-B-16-SigLIP-256_webli,ViT-B-16-SigLIP-256,SigLIP,SigLIP,203.2,256,WebLI-10b,0.76556,0.8741681171291082,0.8931970744414387,0.019028957312330452,0.76556,0.8741681171291082,-0.10860811712910823,1.1418675441887092
ViT-L-14-336-quickgelu_openai,ViT-L-14-336-quickgelu,CLIP,CLIP,427.9,336,OpenAI-400m,0.76546,0.7555555555555555,0.8955014527602445,0.13994589720468897,0.76546,0.7555555555555555,0.009904444444444493,0.9870607942355649
ViT-L-14_commonpool_xl_clip_s13b_b90k,ViT-L-14,CLIP,CLIP,427.6,224,CommonPool-12.8b,0.7639199999999999,0.8055555555555556,0.8996092575894199,0.09405370203386432,0.7639199999999999,0.8055555555555556,-0.04163555555555565,1.0545025075342387
ViT-B-16_dfn2b,ViT-B-16,CLIP,CLIP,149.6,224,DFNDR-2b,0.76262,0.7333333333333333,0.9150385732892496,0.18170523995591636,0.76262,0.7333333333333333,0.029286666666666683,0.9615973005341236
ViT-L-14-quickgelu_metaclip_400m,ViT-L-14-quickgelu,CLIP,CLIP,427.6,224,MetaCLIP-400m,0.7624200000000001,0.8088918380889184,0.8473599839695422,0.03846814588062375,0.7624200000000001,0.8088918380889184,-0.046471838088918305,1.060953067979484
ViT-B-16-SigLIP_webli,ViT-B-16-SigLIP,SigLIP,SigLIP,203.2,224,WebLI-10b,0.76042,0.8727347189515716,0.8850315599639315,0.012296841012359838,0.76042,0.8727347189515716,-0.11231471895157163,1.1477009007542827
convnext_large_d_laion2b_s26b_b102k_augreg,convnext_large_d,CLIP,ConvNeXt,351.8,256,LAION-2b,0.7589400000000001,0.8406104844061049,0.8720068129445947,0.03139632853848984,0.7589400000000001,0.8406104844061049,-0.0816704844061048,1.1076112530715272
coca_ViT-L-14_laion2b_s13b_b90k,coca_ViT-L-14,CoCa,CoCa,638.5,224,LAION-2b,0.75646,0.7888888888888889,0.9011622081955716,0.11227331930668272,0.75646,0.7888888888888889,-0.03242888888888884,1.0428692711959506
ViT-L-14-quickgelu_openai,ViT-L-14-quickgelu,CLIP,CLIP,427.6,224,OpenAI-400m,0.75534,0.8,0.8902915539525098,0.09029155395250976,0.75534,0.8,-0.04466000000000003,1.0591256917414675
ViT-L-14_commonpool_xl_laion_s13b_b90k,ViT-L-14,CLIP,CLIP,427.6,224,CommonPool-12.8b,0.7546599999999999,0.8111111111111111,0.8930467888989079,0.08193567778779676,0.7546599999999999,0.8111111111111111,-0.05645111111111123,1.0748033698766482
ViT-B-16-quickgelu_dfn2b,ViT-B-16-quickgelu,CLIP,CLIP,149.6,224,DFN-2b,0.7545000000000001,0.6666666666666666,0.9281635106702736,0.26149684400360695,0.7545000000000001,0.6666666666666666,0.08783333333333343,0.8835873647006847
ViT-L-14_laion2b_s32b_b82k,ViT-L-14,CLIP,CLIP,427.6,224,LAION-2b,0.7524599999999999,0.8333333333333334,0.8804728985071636,0.04713956517383022,0.7524599999999999,0.8333333333333334,-0.08087333333333346,1.1074785813642365
ViT-B-16-SigLIP-i18n-256_webli,ViT-B-16-SigLIP-i18n-256,SigLIP,SigLIP,370.6,256,WebLI-10b,0.75116,0.8585268745852688,0.8740106201783389,0.015483745593070086,0.75116,0.8585268745852688,-0.10736687458526872,1.1429347603510154
EVA02-B-16_merged2b_s8b_b131k,EVA02-B-16,EVA,EVA,149.7,224,Merged-2b,0.7473000000000001,0.7722222222222223,0.9048191563971546,0.13259693417493235,0.7473000000000001,0.7722222222222223,-0.02492222222222218,1.0333496885082594
MobileCLIP-S2_datacompdr,MobileCLIP-S2,CLIP,MobileCLIP,99.2,256,DataComp-1b,0.74432,0.8444444444444444,0.91017934074742,0.06573489630297558,0.74432,0.8444444444444444,-0.10012444444444446,1.1345180089806057
PE-Core-bigG-14-448_meta,PE-Core-bigG-14-448,CLIP,PE,2419.3,448,MetaCLIP-5.4b,0.7424200000000001,0.8555555555555555,0.8827271816451258,0.027171626089570244,0.7424200000000001,0.8555555555555555,-0.11313555555555543,1.1523875374525947
ViT-L-14-336_openai,ViT-L-14-336,CLIP,CLIP,427.9,336,OpenAI-400m,0.73996,0.8222222222222222,0.8873359382827372,0.06511371606051497,0.73996,0.8222222222222222,-0.08226222222222224,1.1111711744178365
RN50x64-quickgelu_openai,RN50x64-quickgelu,CLIP,ResNet,623.3,448,OpenAI-400m,0.73914,0.0,0.1332531810439835,0.1332531810439835,0.73914,0.0,0.73914,0.0
ViT-B-32-SigLIP2-256_webli,ViT-B-32-SigLIP2-256,SigLIP2,SigLIP2,376.9,256,WebLI-10b,0.7384999999999999,0.8666666666666667,0.9082757238753632,0.041609057208696454,0.7384999999999999,0.8666666666666667,-0.12816666666666676,1.1735499887158656
ViT-B-16_datacomp_xl_s13b_b90k,ViT-B-16,CLIP,CLIP,149.6,224,DataComp-1b,0.73482,0.8666666666666667,0.9007113515679792,0.034044684901312516,0.73482,0.8666666666666667,-0.13184666666666667,1.1794271613002731
RN50x64_openai,RN50x64,CLIP,ResNet,623.3,448,OpenAI-400m,0.73226,0.7555555555555555,0.9069732491734296,0.15141769361787405,0.73226,0.7555555555555555,-0.023295555555555514,1.031813229666451
ViT-L-14_metaclip_400m,ViT-L-14,CLIP,CLIP,427.6,224,MetaCLIP-400m,0.7319,0.85,0.8927462178138463,0.042746217813846354,0.7319,0.85,-0.11809999999999998,1.1613608416450334
ViT-L-14_openai,ViT-L-14,CLIP,CLIP,427.6,224,OpenAI-400m,0.7287,0.8111111111111111,0.8883378418996093,0.07722673078849818,0.7287,0.8111111111111111,-0.0824111111111111,1.113093332113505
ViT-B-32-256_datacomp_s34b_b86k,ViT-B-32-256,CLIP,CLIP,151.3,256,DataComp-1b,0.7281,0.7222222222222222,0.9182947600440836,0.1960725378218614,0.7281,0.7222222222222222,0.0058777777777777596,0.9919272383219644
ViT-L-14_laion400m_e32,ViT-L-14,CLIP,CLIP,427.6,224,LAION-400m,0.7275400000000001,0.7277777777777777,0.9050696323013726,0.17729185452359486,0.7275400000000001,0.7277777777777777,-0.00023777777777767017,1.0003268243365007
ViT-L-14_laion400m_e31,ViT-L-14,CLIP,CLIP,427.6,224,LAION-400m,0.72694,0.7222222222222222,0.9072237250776476,0.18500150285542538,0.72694,0.7222222222222222,0.004717777777777821,0.9935100864200926
MobileCLIP-S1_datacompdr,MobileCLIP-S1,CLIP,MobileCLIP,85.0,256,DataComp-1b,0.7259399999999999,0.85,0.9155896202785292,0.06558962027852921,0.7259399999999999,0.85,-0.12406000000000006,1.1708956663085104
